Pvä;Korkein;Matalin;Päätös;Keskimääräinen;Kok.volyymi;Liikevaihto
17.12.2003;1537,88;1513,07;1521.2;;;
16.12.2003;1559,18;1527,59;1531.3;;;
15.12.2003;1579,22;1550,97;1558.23;;;
12.12.2003;1569,76;1558,07;1562.75;;;
11.12.2003;1572,36;1552,67;1558.07;;;
10.12.2003;1575,38;1560,16;1564.49;;;
9.12.2003;1578,99;1564,49;1568.89;;;
8.12.2003;1570,51;1557,17;1564.49;;;
5.12.2003;1576,96;1565,64;1567.1;;;
4.12.2003;1573,73;1565,41;1565.64;;;
3.12.2003;1573,13;1562,47;1566.51;;;
2.12.2003;1575,36;1560,68;1562.6;;;
1.12.2003;1569,93;1552,25;1560.68;;;
28.11.2003;1569,02;1547,74;1553.4;;;
27.11.2003;1563,53;1548,99;1561.36;;;
26.11.2003;1565,81;1548,34;1549.4;;;
25.11.2003;1565,01;1553,76;1554.94;;;
24.11.2003;1559,82;1533,76;1556.98;;;
21.11.2003;1540,43;1525,53;1533.84;;;
20.11.2003;1535,95;1516,22;1527.11;;;
19.11.2003;1527,91;1506,53;1522.75;;;
18.11.2003;1545,35;1525,03;1527.26;;;
17.11.2003;1562,48;1533,01;1533.34;;;
14.11.2003;1567,72;1555,19;1562.48;;;
13.11.2003;1561,32;1544,73;1557.89;;;
12.11.2003;1545,32;1534,79;1544.94;;;
11.11.2003;1550,53;1533,25;1534.79;;;
10.11.2003;1553,03;1543,6;1548.4;;;
7.11.2003;1556,37;1531,61;1548.17;;;
6.11.2003;1533,51;1512,54;1531.61;;;
5.11.2003;1532,19;1511,28;1512.54;;;
4.11.2003;1562,14;1532,95;1529.12;;;
3.11.2003;1535,68;1510,5;1532.95;;;
31.10.2003;1516,05;1502,09;1510.5;;;
30.10.2003;1516,98;1491,54;1511.24;;;
29.10.2003;1503,51;1492;1499.38;;;
28.10.2003;1494,76;1461,61;1492.07;;;
27.10.2003;1464,64;1456,81;1461.61;;;
24.10.2003;1462,75;1456,87;1459.73;;;
23.10.2003;1463,27;1433,7;1458.79;;;
22.10.2003;1472,09;1445,27;1452.27;;;
21.10.2003;1472,81;1458,15;1466.08;;;
20.10.2003;1470,81;1455,49;1458.4;;;
17.10.2003;1471,57;1453,09;1465.8;;;
16.10.2003;1470,52;1451,22;1453.09;;;
15.10.2003;1471,95;1441,31;1466.77;;;
14.10.2003;1446;1436,47;1441.49;;;
13.10.2003;1442,13;1428,08;1442.13;;;
10.10.2003;1440,63;1427,83;1428.34;;;
9.10.2003;1440,44;1411,04;1436.82;;;
8.10.2003;1417,78;1393,93;1411.75;;;
7.10.2003;1410,72;1391,96;1402.39;;;
6.10.2003;1416,09;1402,01;1407.95;;;
3.10.2003;1412,3;1379,42;1408.98;;;
2.10.2003;1392,67;1375,33;1379.42;;;
1.10.2003;1383,41;1362,44;1375.33;;;
30.9.2003;1408,6;1374,01;1376.44;;;
29.9.2003;1408,68;1387;1397.62;;;
26.9.2003;1392,38;1372,92;1387.69;;;
25.9.2003;1417,68;1384,49;1385.11;;;
24.9.2003;1421,86;1407,93;1417.68;;;
23.9.2003;1414,96;1394,04;1411.68;;;
22.9.2003;1431,65;1395,92;1401.9;;;
19.9.2003;1442,66;1426,17;1431.04;;;
18.9.2003;1445,82;1424,85;1430.72;;;
17.9.2003;1455,71;1435,18;1439.7;;;
16.9.2003;1441,27;1422,64;1437.47;;;
15.9.2003;1442,47;1427,14;1430.24;;;
12.9.2003;1446,98;1428,83;1433.12;;;
11.9.2003;1431,24;1405,9;1428.83;;;
10.9.2003;1457,96;1413,71;1415.4;;;
9.9.2003;1482,94;1451,05;1451.77;;;
8.9.2003;1474,87;1453,73;1471.13;;;
5.9.2003;1472,38;1446,78;1453.73;;;
4.9.2003;1478,56;1463,15;1465.69;;;
3.9.2003;1474,4;1440,49;1472.43;;;
2.9.2003;1445,43;1432,06;1440.49;;;
1.9.2003;1432,79;1413,11;1432.62;;;
29.8.2003;1418,43;1404,59;1413.19;;;
28.8.2003;1412,87;1401,06;1404.76;;;
27.8.2003;1402,88;1380,3;1401.26;;;
26.8.2003;1412,2;1380,62;1380.74;;;
25.8.2003;1422,04;1405,83;1409.52;;;
22.8.2003;1424,19;1406,06;1420.81;;;
21.8.2003;1416,85;1385,1;1414.57;;;
20.8.2003;1386,92;1372,57;1385.1;;;
19.8.2003;1381,21;1351,98;1377.44;;;
18.8.2003;1355,77;1339,82;1352.28;;;
15.8.2003;1341,33;1335;1340.25;;;
14.8.2003;1338,22;1322,82;1337.8;;;
13.8.2003;1327,36;1316,02;1322.82;;;
12.8.2003;1319,56;1303,5;1318.48;;;
11.8.2003;1307,17;1295,51;1303.5;;;
8.8.2003;1300,24;1285,26;1295.66;;;
7.8.2003;1298,28;1282,85;1285.36;;;
6.8.2003;1315,54;1291,37;1293.81;;;
5.8.2003;1321,3;1311,91;1315.54;;;
4.8.2003;1323,7;1310,8;1311.91;;;
1.8.2003;1328,44;1316,64;1318.06;;;
31.7.2003;1329,23;1314,35;1322.97;;;
30.7.2003;1321,79;1314,12;1317.06;;;
29.7.2003;1326,06;1312,61;1314.42;;;
28.7.2003;1323,55;1309,55;1317.16;;;
25.7.2003;1313,11;1298,57;1309.55;;;
24.7.2003;1311,45;1290,02;1307.27;;;
23.7.2003;1302,91;1288,69;1290.02;;;
22.7.2003;1304,66;1283,64;1289.13;;;
21.7.2003;1319,86;1299,49;1303.35;;;
18.7.2003;1318,62;1295,76;1313.21;;;
17.7.2003;1337,31;1299,93;1303.55;;;
16.7.2003;1341,47;1331,94;1335.23;;;
15.7.2003;1339,2;1332,1;1334.96;;;
14.7.2003;1340,45;1311,96;1337.37;;;
11.7.2003;1317,01;1303,49;1312.32;;;
10.7.2003;1326,39;1305,51;1309.79;;;
9.7.2003;1329,36;1315,78;1316.67;;;
8.7.2003;1325,65;1308,53;1321.88;;;
7.7.2003;1322,86;1272,61;1314.55;;;
4.7.2003;1276,69;1253,59;1272.84;;;
3.7.2003;1260,63;1251,24;1258.89;;;
2.7.2003;1254,64;1235,09;1252.77;;;
1.7.2003;1255,3;1231,79;1235.09;;;
30.6.2003;1265,54;1252,01;1255.3;;;
27.6.2003;1266,34;1238,28;1265.54;;;
26.6.2003;1244,21;1235,16;1239.44;;;
25.6.2003;1241,83;1228,36;1236.71;;;
24.6.2003;1264,97;1227,68;1229.34;;;
23.6.2003;1274,52;1261,23;1264.81;;;
19.6.2003;1278,76;1270,27;1274.52;;;
18.6.2003;1279,72;1269,88;1276.48;;;
17.6.2003;1279,04;1257,37;1274.27;;;
16.6.2003;1261,68;1246,28;1257.37;;;
13.6.2003;1271,87;1253,59;1259.5;;;
12.6.2003;1275,34;1261,17;1264.55;;;
11.6.2003;1269,79;1255,33;1267.99;;;
10.6.2003;1260,85;1252,63;1256.06;;;
9.6.2003;1264,15;1249,73;1254.18;;;
6.6.2003;1275,53;1239,95;1264.15;;;
5.6.2003;1249,14;1237,33;1240.36;;;
4.6.2003;1243,81;1229,53;1241.65;;;
3.6.2003;1235,04;1225,88;1229.53;;;
2.6.2003;1242,48;1219,65;1234.52;;;
30.5.2003;1224,63;1214,15;1219.67;;;
28.5.2003;1220,88;1191,93;1217.79;;;
27.5.2003;1198,88;1181,53;1192.12;;;
26.5.2003;1198,89;1188,85;1190.83;;;
23.5.2003;1206,25;1192,18;1193.76;;;
22.5.2003;1204,5;1191,84;1201.7;;;
21.5.2003;1214,82;1190,92;1194.16;;;
20.5.2003;1222,92;1205,53;1211.34;;;
19.5.2003;1235,57;1209,57;1220.83;;;
16.5.2003;1248,66;1231,79;1235.42;;;
15.5.2003;1241,39;1229,46;1237.72;;;
14.5.2003;1239,02;1227,83;1229.93;;;
13.5.2003;1237,49;1225,66;1234.37;;;
12.5.2003;1240,66;1222,6;1225.96;;;
9.5.2003;1234,99;1219,58;1224.4;;;
8.5.2003;1259,22;1227,29;1233.32;;;
7.5.2003;1260,54;1242,06;1245.9;;;
6.5.2003;1257,97;1242,62;1254.68;;;
5.5.2003;1254,11;1233,51;1247.11;;;
2.5.2003;1241,81;1224,62;1234.74;;;
30.4.2003;1245,27;1229,86;1241.74;;;
29.4.2003;1241,1;1225,1;1232.89;;;
28.4.2003;1230,18;1200,79;1225.28;;;
25.4.2003;1230,22;1205,83;1209.54;;;
24.4.2003;1243,89;1223,89;1228.98;;;
23.4.2003;1234,92;1205,02;1229.29;;;
22.4.2003;1209,35;1198,34;1205.78;;;
17.4.2003;1206,6;1178,44;1202.58;;;
16.4.2003;1202,45;1186,15;1191.01;;;
15.4.2003;1193,6;1169,85;1190.13;;;
14.4.2003;1177,79;1163,58;1170.55;;;
11.4.2003;1181,73;1163,36;1173.05;;;
10.4.2003;1177,7;1157,17;1163.36;;;
9.4.2003;1180,33;1162,34;1177.69;;;
8.4.2003;1196,89;1175,08;1176.15;;;
7.4.2003;1199,92;1163,62;1195.76;;;
4.4.2003;1181,32;1148,2;1165.05;;;
3.4.2003;1188,41;1166,36;1181.32;;;
2.4.2003;1174,06;1127,57;1167.95;;;
1.4.2003;1131,66;1104,84;1127.57;;;
31.3.2003;1153,44;1106,8;1107.38;;;
28.3.2003;1171,01;1151;1153.44;;;
27.3.2003;1184,81;1163,03;1169.03;;;
26.3.2003;1195,89;1177,86;1181.67;;;
25.3.2003;1192,55;1168,94;1181.57;;;
24.3.2003;1225,01;1187,42;1191.23;;;
21.3.2003;1228,05;1191,54;1223.84;;;
20.3.2003;1215,2;1191,09;1196.33;;;
19.3.2003;1217,09;1194,99;1213.27;;;
18.3.2003;1226,37;1181,02;1206.08;;;
17.3.2003;1190,96;1139,7;1181.02;;;
14.3.2003;1164,82;1121,31;1160.51;;;
13.3.2003;1128,16;1104,78;1121.45;;;
12.3.2003;1117,85;1099,51;1104.96;;;
11.3.2003;1107,15;1088,04;1103.72;;;
10.3.2003;1120,5;1097,54;1100.38;;;
7.3.2003;1134,45;1104,49;1106.08;;;
6.3.2003;1144,71;1129,95;1133.13;;;
5.3.2003;1151,2;1134,99;1139.15;;;
4.3.2003;1169,1;1147,28;1149.8;;;
3.3.2003;1185,27;1163,98;1164.99;;;
28.2.2003;1176,82;1152,69;1168.09;;;
27.2.2003;1157,68;1136,43;1152.78;;;
26.2.2003;1168,41;1148,04;1153.33;;;
25.2.2003;1194,16;1154,36;1160.66;;;
24.2.2003;1194,71;1182,48;1194.16;;;
21.2.2003;1198,29;1182,35;1184.65;;;
20.2.2003;1222,86;1192,89;1194.27;;;
19.2.2003;1239,49;1213,95;1219.59;;;
18.2.2003;1239,81;1221,42;1238.86;;;
17.2.2003;1236,34;1206,49;1232.61;;;
14.2.2003;1211,66;1194,61;1206.49;;;
13.2.2003;1212,99;1192,31;1194.61;;;
12.2.2003;1220,29;1208,38;1210.97;;;
11.2.2003;1225,57;1204,71;1219.47;;;
10.2.2003;1216,07;1201,2;1204.71;;;
7.2.2003;1222,37;1204,56;1205.5;;;
6.2.2003;1224,95;1202,66;1211.34;;;
5.2.2003;1227,35;1205,28;1218.86;;;
4.2.2003;1239,06;1213,71;1220.58;;;
3.2.2003;1236,2;1214,11;1235.55;;;
31.1.2003;1225,95;1203,81;1214.23;;;
30.1.2003;1254,74;1222,05;1225.95;;;
29.1.2003;1256,04;1232,52;1236.59;;;
28.1.2003;1272,64;1247,61;1250.45;;;
27.1.2003;1303,1;1261,4;1268.8;;;
24.1.2003;1309,12;1294,9;1302.72;;;
23.1.2003;1326,6;1299,85;1305;;;
22.1.2003;1328,58;1306,08;1317.83;;;
21.1.2003;1345,74;1322,84;1327.04;;;
20.1.2003;1337,05;1320,82;1335.37;;;
17.1.2003;1343,36;1320,27;1327.83;;;
16.1.2003;1348,12;1333,51;1343.36;;;
15.1.2003;1365,64;1343,62;1345.31;;;
14.1.2003;1361,74;1343,71;1358.43;;;
13.1.2003;1351,68;1325,86;1344.8;;;
10.1.2003;1328,5;1316,37;1325.86;;;
9.1.2003;1322,76;1301,5;1320.6;;;
8.1.2003;1345,65;1312,34;1313.97;;;
7.1.2003;1370,24;1338,64;1340.09;;;
3.1.2003;1358,29;1337,1;1348.32;;;
2.1.2003;1339,7;1292,48;1337.1;;;
30.12.2002;1297,14;1273,48;1293.16;;;
27.12.2002;1297,14;1276,12;1278.3;;;
23.12.2002;1305,35;1291,79;1296.19;;;
20.12.2002;1312,13;1294,71;1294.96;;;
19.12.2002;1328,74;1301,61;1302.94;;;
18.12.2002;1330,21;1300,96;1317.19;;;
17.12.2002;1314,49;1297,67;1300.96;;;
16.12.2002;1307,99;1293,71;1304.46;;;
13.12.2002;1313,35;1286,09;1293.71;;;
12.12.2002;1331,99;1308,06;1311.66;;;
11.12.2002;1330,55;1313,48;1322.8;;;
10.12.2002;1332,66;1306,85;1313.69;;;
9.12.2002;1368,52;1324,51;1328.26;;;
5.12.2002;1374,08;1346,06;1356.14;;;
4.12.2002;1364,63;1343,38;1348.31;;;
3.12.2002;1406,67;1350,99;1356.07;;;
2.12.2002;1419,53;1388,09;1399.6;;;
29.11.2002;1393,57;1377,42;1388.09;;;
28.11.2002;1388,77;1362,47;1386.11;;;
27.11.2002;1369,19;1323,5;1362.47;;;
26.11.2002;1353,05;1324,43;1326.74;;;
25.11.2002;1347,88;1327,58;1347.82;;;
22.11.2002;1333,94;1319,08;1327.58;;;
21.11.2002;1323,85;1281,01;1322.28;;;
20.11.2002;1282,79;1266,91;1281.01;;;
19.11.2002;1290;1271,66;1274.13;;;
18.11.2002;1291,25;1273,06;1287.8;;;
15.11.2002;1282,56;1264,25;1273.63;;;
14.11.2002;1274,2;1241,08;1269.73;;;
13.11.2002;1251;1234,39;1242.77;;;
12.11.2002;1242,32;1227,27;1239.68;;;
11.11.2002;1254,79;1228,09;1229.5;;;
8.11.2002;1261,26;1246,6;1249.37;;;
7.11.2002;1283,15;1253,97;1257.38;;;
6.11.2002;1275,74;1262,65;1267.19;;;
5.11.2002;1269,87;1253,77;1265.47;;;
4.11.2002;1266,72;1223,95;1264.3;;;
1.11.2002;1243,04;1216,42;1224.25;;;
31.10.2002;1242,59;1213,14;1242.03;;;
30.10.2002;1223,43;1199,82;1213.14;;;
29.10.2002;1251,34;1197,26;1199.82;;;
28.10.2002;1258,79;1236,74;1249.21;;;
25.10.2002;1253,54;1225,39;1236.74;;;
24.10.2002;1258,06;1219,84;1252.95;;;
23.10.2002;1256,05;1222,05;1224.22;;;
22.10.2002;1254,77;1229,19;1244.78;;;
21.10.2002;1248,61;1223,85;1230.48;;;
18.10.2002;1244,5;1213,46;1237.46;;;
17.10.2002;1231,51;1190,83;1229.94;;;
16.10.2002;1211,21;1184,3;1191.17;;;
15.10.2002;1204,81;1143,58;1199.26;;;
14.10.2002;1160,85;1136,94;1143.58;;;
11.10.2002;1153,31;1105,74;1149.39;;;
10.10.2002;1109,58;1087,63;1105.74;;;
9.10.2002;1104,73;1085,51;1097.87;;;
8.10.2002;1118,41;1088,97;1093.37;;;
7.10.2002;1132,54;1102,78;1106.47;;;
4.10.2002;1144,02;1126,06;1131.14;;;
3.10.2002;1159,28;1131,49;1136.88;;;
2.10.2002;1170,15;1134,81;1154.03;;;
1.10.2002;1151,89;1131,42;1141.16;;;
30.9.2002;1181,67;1119,82;1135.92;;;
27.9.2002;1183,37;1165,63;1181.67;;;
26.9.2002;1182,67;1142,17;1174.73;;;
25.9.2002;1157,54;1128,78;1142.17;;;
24.9.2002;1175,4;1121,41;1131.9;;;
23.9.2002;1204,06;1168,42;1170.76;;;
20.9.2002;1209,95;1190,55;1191.35;;;
19.9.2002;1219,91;1197,13;1203.91;;;
18.9.2002;1256,38;1211,1;1213.35;;;
17.9.2002;1283,34;1253,92;1256.35;;;
16.9.2002;1269,76;1255,04;1257.47;;;
13.9.2002;1270,66;1251,99;1262.27;;;
12.9.2002;1293,87;1268,6;1270.66;;;
11.9.2002;1292,42;1261,68;1289.98;;;
10.9.2002;1266,18;1248,12;1262.65;;;
9.9.2002;1260,82;1246,84;1248.12;;;
6.9.2002;1252,1;1226,49;1249.35;;;
5.9.2002;1236,82;1208,28;1226.76;;;
4.9.2002;1224,54;1211,25;1217.09;;;
3.9.2002;1267,69;1217,64;1218.35;;;
2.9.2002;1274,71;1262,24;1266.55;;;
30.8.2002;1282,93;1263,71;1270.41;;;
29.8.2002;1295,71;1262,74;1271.75;;;
28.8.2002;1314,02;1288,95;1293.64;;;
27.8.2002;1323,7;1291,73;1313.75;;;
26.8.2002;1324,08;1293,67;1296.14;;;
23.8.2002;1326,58;1306,93;1311.16;;;
22.8.2002;1321,08;1277,59;1316.93;;;
21.8.2002;1288,05;1248,45;1277.59;;;
20.8.2002;1258,82;1240,42;1252.41;;;
19.8.2002;1245,09;1217,62;1240.84;;;
16.8.2002;1227,13;1212,29;1220.4;;;
15.8.2002;1223,9;1196,54;1218.61;;;
14.8.2002;1204,42;1190,3;1196.54;;;
13.8.2002;1214,63;1195,46;1204.42;;;
12.8.2002;1231,12;1206,96;1212.3;;;
9.8.2002;1226,01;1203,22;1214.97;;;
8.8.2002;1210,01;1191,61;1203.22;;;
7.8.2002;1220,21;1185,77;1191.61;;;
6.8.2002;1192,68;1145,22;1186.45;;;
5.8.2002;1209;1161,1;1162.6;;;
2.8.2002;1245,49;1201,62;1207.31;;;
1.8.2002;1283,1;1232,85;1245.44;;;
31.7.2002;1291,94;1255,25;1262.04;;;
30.7.2002;1272,82;1252,03;1266.38;;;
29.7.2002;1258,68;1202,79;1252.03;;;
26.7.2002;1213,88;1172,65;1203.52;;;
25.7.2002;1233,59;1186,67;1207.4;;;
24.7.2002;1253,38;1145,12;1186.67;;;
23.7.2002;1295,62;1239,85;1251.27;;;
22.7.2002;1323,38;1281,5;1295.62;;;
19.7.2002;1359,83;1312,77;1322.31;;;
18.7.2002;1390,13;1354,07;1359.65;;;
17.7.2002;1374,12;1340,55;1367.41;;;
16.7.2002;1389,43;1335,7;1341.3;;;
15.7.2002;1401,22;1358,94;1370.76;;;
12.7.2002;1420,4;1386,7;1398.65;;;
11.7.2002;1426,7;1390,99;1405.01;;;
10.7.2002;1450,7;1422,53;1425.93;;;
9.7.2002;1457,46;1439,28;1444.39;;;
8.7.2002;1463,43;1445,67;1453.28;;;
5.7.2002;1459,31;1428,31;1452.49;;;
4.7.2002;1434,7;1411,96;1428.31;;;
3.7.2002;1439,53;1405,96;1412.52;;;
2.7.2002;1457,81;1428,25;1439.53;;;
1.7.2002;1469,38;1435,15;1457.81;;;
28.6.2002;1446,89;1412,99;1444.91;;;
27.6.2002;1427,01;1385,23;1412.99;;;
26.6.2002;1406,69;1358,3;1385.23;;;
25.6.2002;1416,68;1393,21;1406.69;;;
24.6.2002;1432,87;1389;1394.14;;;
20.6.2002;1466,4;1424,42;1425.76;;;
19.6.2002;1490,8;1455,26;1458.61;;;
18.6.2002;1491,2;1479,81;1490.55;;;
17.6.2002;1481,26;1455,09;1479.81;;;
14.6.2002;1477,25;1435,7;1455.09;;;
13.6.2002;1497,76;1473,57;1476.34;;;
12.6.2002;1508,68;1476,11;1481.47;;;
11.6.2002;1510,21;1473,19;1508.68;;;
10.6.2002;1491,87;1475,08;1487.72;;;
7.6.2002;1512,65;1471,03;1477.99;;;
6.6.2002;1526,53;1510,13;1512.65;;;
5.6.2002;1519,58;1501,2;1518.95;;;
4.6.2002;1529,13;1497,4;1502.8;;;
3.6.2002;1540,21;1519,38;1529.13;;;
31.5.2002;1538,57;1521,02;1538.57;;;
30.5.2002;1540,07;1517,36;1525.85;;;
29.5.2002;1558,56;1538,91;1540.07;;;
28.5.2002;1567,77;1548,52;1554.25;;;
27.5.2002;1564,63;1551,12;1552.59;;;
24.5.2002;1563,05;1552,58;1561.39;;;
23.5.2002;1558,98;1539,38;1558.67;;;
22.5.2002;1578,41;1547,77;1552.45;;;
21.5.2002;1600,08;1571,31;1578.41;;;
20.5.2002;1608,07;1591,3;1592.07;;;
17.5.2002;1620,89;1602,01;1603.37;;;
16.5.2002;1616,93;1598,84;1605.5;;;
15.5.2002;1628,45;1609,89;1616.01;;;
14.5.2002;1612,5;1585,69;1610.59;;;
13.5.2002;1588,76;1568,79;1586.39;;;
10.5.2002;1595,76;1571,52;1578.7;;;
8.5.2002;1598,17;1557,05;1595.53;;;
7.5.2002;1561,09;1531,53;1557.47;;;
6.5.2002;1572,29;1553,82;1557.93;;;
3.5.2002;1598,89;1565,89;1570.93;;;
2.5.2002;1600,03;1576,74;1598.45;;;
30.4.2002;1586,83;1571,51;1576.74;;;
29.4.2002;1587,74;1565,19;1584.58;;;
26.4.2002;1591,82;1560,99;1587.38;;;
25.4.2002;1594,49;1537,86;1560.99;;;
24.4.2002;1605,49;1579,57;1582.86;;;
23.4.2002;1629,23;1584,86;1602.39;;;
22.4.2002;1643,63;1618,64;1620.37;;;
19.4.2002;1659,89;1633,81;1643.51;;;
18.4.2002;1694,78;1653,57;1659.74;;;
17.4.2002;1695,97;1676,58;1689.08;;;
16.4.2002;1678,56;1647,42;1676.58;;;
15.4.2002;1655,64;1640,36;1648.18;;;
12.4.2002;1645,75;1632,47;1642;;;
11.4.2002;1668,15;1638,91;1644.83;;;
10.4.2002;1669,37;1654,38;1664.94;;;
9.4.2002;1670,58;1659,99;1669.37;;;
8.4.2002;1684,12;1659,86;1662.36;;;
5.4.2002;1681,19;1664,39;1678.57;;;
4.4.2002;1687,42;1664,86;1673.01;;;
3.4.2002;1688,43;1671,3;1687.42;;;
2.4.2002;1690,51;1676,86;1683.77;;;
27.3.2002;1679,11;1666,36;1678.08;;;
26.3.2002;1687,71;1666,46;1676.04;;;
25.3.2002;1703,74;1680,4;1685.39;;;
22.3.2002;1692,5;1680,09;1686.32;;;
21.3.2002;1686,21;1666,38;1684.63;;;
20.3.2002;1685,24;1671,96;1672.35;;;
19.3.2002;1696,4;1680,79;1684.84;;;
18.3.2002;1700,14;1679,13;1695.08;;;
15.3.2002;1689,19;1678,13;1679.13;;;
14.3.2002;1702,55;1677,59;1686.89;;;
13.3.2002;1710,33;1697,73;1702.53;;;
12.3.2002;1721,67;1698,82;1700.71;;;
11.3.2002;1731,81;1714,12;1721.15;;;
8.3.2002;1728,51;1708,72;1726.67;;;
7.3.2002;1721,9;1695,39;1713.79;;;
6.3.2002;1703,16;1681,24;1695.39;;;
5.3.2002;1701,64;1687,3;1690.46;;;
4.3.2002;1692,04;1652,88;1690.53;;;
1.3.2002;1659,94;1636,7;1652.88;;;
28.2.2002;1645,87;1626,53;1642.58;;;
27.2.2002;1648,03;1627,84;1645.17;;;
26.2.2002;1636,44;1615,35;1628.99;;;
25.2.2002;1621,98;1602,04;1615.35;;;
22.2.2002;1621,33;1601,91;1604.2;;;
21.2.2002;1625,55;1607,03;1619.08;;;
20.2.2002;1622,28;1599,05;1607.03;;;
19.2.2002;1648,3;1617,02;1621.88;;;
18.2.2002;1655,46;1633,57;1637.38;;;
15.2.2002;1655,57;1640,71;1655.46;;;
14.2.2002;1658,7;1627,26;1652.13;;;
13.2.2002;1627,69;1604,87;1627.26;;;
12.2.2002;1612,12;1589,05;1606.61;;;
11.2.2002;1592,01;1566,61;1589.05;;;
8.2.2002;1582,76;1562,32;1566.61;;;
7.2.2002;1587,21;1566,93;1582.4;;;
6.2.2002;1597,04;1568,63;1571.05;;;
5.2.2002;1615,47;1584,27;1593.01;;;
4.2.2002;1625,21;1609,8;1615.47;;;
1.2.2002;1622,08;1591,13;1618.27;;;
31.1.2002;1610,41;1573,57;1591.13;;;
30.1.2002;1608,79;1568,44;1574.08;;;
29.1.2002;1615,77;1595,04;1608.48;;;
28.1.2002;1611,75;1595,47;1603.66;;;
25.1.2002;1599,93;1584,85;1596.16;;;
24.1.2002;1604,08;1566,33;1599.9;;;
23.1.2002;1579,67;1562,9;1566.33;;;
22.1.2002;1585,77;1563,46;1576.69;;;
21.1.2002;1592,49;1564,01;1565.17;;;
18.1.2002;1594,11;1575,63;1592.28;;;
17.1.2002;1591,77;1557,36;1587.63;;;
16.1.2002;1584,92;1556,07;1558.67;;;
15.1.2002;1598,37;1575,36;1584.92;;;
14.1.2002;1648,77;1589,42;1598.18;;;
11.1.2002;1652,32;1631,89;1648.14;;;
10.1.2002;1656,93;1630,78;1633.72;;;
9.1.2002;1665,82;1649,13;1656.06;;;
8.1.2002;1695,88;1658,11;1665.47;;;
7.1.2002;1705,72;1678,03;1695.88;;;
4.1.2002;1696,31;1651,73;1678.28;;;
3.1.2002;1659,09;1602,07;1651.73;;;
2.1.2002;1606,58;1586,26;1603.27;;;
28.12.2001;1602,06;1577,65;1600.99;;;
27.12.2001;1586,19;1564,05;1578.65;;;
21.12.2001;1567,13;1537,19;1564.05;;;
20.12.2001;1571,95;1543,16;1551.35;;;
19.12.2001;1587,04;1561,92;1567.12;;;
18.12.2001;1590,37;1560,31;1586.81;;;
17.12.2001;1566,89;1550,31;1561.64;;;
14.12.2001;1559,55;1543,05;1552.7;;;
13.12.2001;1590,44;1556,32;1559.53;;;
12.12.2001;1616,43;1581,78;1586.35;;;
11.12.2001;1607,41;1572,83;1604.28;;;
10.12.2001;1614,67;1576,27;1589.24;;;
7.12.2001;1619;1593,45;1614.61;;;
5.12.2001;1605,91;1549,08;1594.85;;;
4.12.2001;1556,72;1542,83;1549.08;;;
3.12.2001;1561,45;1534,3;1542.83;;;
30.11.2001;1567,02;1540,48;1559.67;;;
29.11.2001;1553,05;1527,31;1540.48;;;
28.11.2001;1572,73;1545,27;1553.05;;;
27.11.2001;1602,65;1560,91;1565.16;;;
26.11.2001;1612,65;1585,77;1596.2;;;
23.11.2001;1600,27;1571,56;1585.84;;;
22.11.2001;1589,52;1552,35;1586.83;;;
21.11.2001;1562,82;1538,45;1553.76;;;
20.11.2001;1586,17;1555,66;1559.65;;;
19.11.2001;1604,19;1573,2;1579.19;;;
16.11.2001;1587,76;1561,1;1584.02;;;
15.11.2001;1590,24;1558,69;1575.13;;;
14.11.2001;1578,3;1545,38;1560.16;;;
13.11.2001;1551,12;1498,37;1545.38;;;
12.11.2001;1515,9;1479,67;1498.37;;;
9.11.2001;1535,29;1500,53;1508.24;;;
8.11.2001;1538,52;1483,46;1535.29;;;
7.11.2001;1498,92;1476,74;1490;;;
6.11.2001;1504,49;1476,73;1485.18;;;
5.11.2001;1491,77;1454,17;1484.41;;;
2.11.2001;1466,74;1438,81;1454.17;;;
1.11.2001;1469,02;1433,86;1438.81;;;
31.10.2001;1469,02;1412,64;1469.02;;;
30.10.2001;1464,05;1408,26;1412.64;;;
29.10.2001;1482,08;1449,44;1464.05;;;
26.10.2001;1494,96;1466,04;1479.83;;;
25.10.2001;1520,37;1460,66;1471.59;;;
24.10.2001;1494,08;1430,3;1493.66;;;
23.10.2001;1449,77;1391,16;1446.22;;;
22.10.2001;1394,97;1375,09;1391.16;;;
19.10.2001;1395,73;1379,23;1389.18;;;
18.10.2001;1413,26;1375,7;1385.65;;;
17.10.2001;1423,42;1380,15;1413.26;;;
16.10.2001;1384,16;1366,17;1380.15;;;
15.10.2001;1403,63;1361,83;1367.76;;;
12.10.2001;1422,82;1385,3;1401.83;;;
11.10.2001;1411,77;1352,41;1408.56;;;
10.10.2001;1364,5;1328,75;1352.41;;;
9.10.2001;1341,14;1312,5;1335.37;;;
8.10.2001;1322,4;1293,57;1319.36;;;
5.10.2001;1325,54;1292,01;1309.53;;;
4.10.2001;1311,63;1246,6;1307.75;;;
3.10.2001;1262,8;1233,95;1246.6;;;
2.10.2001;1261,01;1236;1256.4;;;
1.10.2001;1262,33;1234,24;1239.6;;;
28.9.2001;1258,2;1213,58;1250.21;;;
27.9.2001;1222,65;1200,5;1214.7;;;
26.9.2001;1227,77;1209,6;1221.36;;;
25.9.2001;1238,97;1216,08;1227.39;;;
24.9.2001;1220,94;1192,11;1216.08;;;
